ID_Cliente,Nome,Email,Telefone,Data_Nascimento,Cidade,Estado,Plano_Contratado,Servico_Adicional,Data_Contratacao,Data_Vencimento_Fatura,Valor_Fatura_Mensal,Valor_em_Aberto,Status_Pagamento,Data_Ingestao,Data_Atualizacao
914e8587-579d-4a90-9723-2bf1898982f3,Benjamim Sampaio,benjamim.sampaio@uol.com.br,21 0556 5635,2007-04-25,Duque de Caxias,RJ,Plano Prata,Suporte Premium,2021-08-10,2025-03-20,99.8,499.0,Inadimplente,2021-08-10,2025-07-31 19:31:41
a923fbb2-98f4-437c-899e-69f1ab976d99,Brenda Costa,brenda.costa@ig.com.br,+55 (081) 0750-2612,1999-09-19,Contagem,MG,Plano Prata,Armazenamento Extra,2022-07-07,2025-06-09,99.9,199.8,Inadimplente,2022-07-07,2025-07-28 19:31:41
8c0307cb-6a44-4b99-9e93-c498eb4a9fd8,Giovanna Costela,giovanna.costela@bol.com.br,+55 (021) 2844-7922,2003-06-19,São José dos Pinhais,PR,Plano Ouro,Suporte Premium,2024-09-03,2025-08-10,149.8,0.0,Em dia,2024-09-03,2025-07-29 03:19:30
4292ca80-b657-496b-82b0-72576e11f1ad,Sra. Maria Fernanda Cavalcante,sra..cavalcante@gmail.com,(041) 3089 7935,1966-03-03,Ceilândia,DF,Plano Prata,Armazenamento Extra,2019-12-09,2025-08-21,99.9,0.0,Em dia,2019-12-09,2025-07-29 22:34:37
f2616f21-6c7b-457e-a924-a96ad4742da8,Davi Luiz Rios,davi.rios@ig.com.br,+55 31 7055 8876,1993-07-27,Ponta Grossa,PR,Plano Platina,Nenhum,2020-05-10,2025-07-16,229.9,229.9,Inadimplente,2020-05-10,2025-07-31 20:57:42
95a5d786-3133-41fc-810f-1b05c0fe7d26,Vicente Montenegro,vicente.montenegro@uol.com.br,+55 31 2310-5296,2007-07-06,Olinda,PE,Plano Bronze,Nenhum,2021-06-17,2025-08-19,49.9,0.0,Em dia,2021-06-17,2025-07-30 09:45:28
f93966f2-c13e-4fd1-9378-a898323c63df,Julia Siqueira,julia.siqueira@hotmail.com,+55 41 3632 9859,1988-02-08,São Gonçalo,RJ,Plano Prata,Nenhum,2021-10-27,2025-07-13,79.9,79.9,Inadimplente,2021-10-27,2025-07-31 00:42:37
b7fc0129-b821-40d8-bc1e-c75c74c55c66,Aylla da Rocha,aylla.rocha@ig.com.br,+55 81 7349 0184,1979-12-25,Salvador,BA,Plano Prata,Suporte Premium,2024-11-14,2025-08-07,99.8,0.0,Em dia,2024-11-14,2025-08-01 16:14:12
4d5862da-b6ba-4341-a58f-455bd6d4c37b,Laura da Luz,laura.luz@uol.com.br,+55 21 8335-1164,1949-07-07,Santa Maria,RS,Plano Bronze,Suporte Premium,2025-02-18,2025-08-20,69.8,0.0,Em dia,2025-02-18,2025-08-01 08:32:06
f68f7940-7f28-45c6-bcdb-026b5cf79185,Antonella Sampaio,antonella.sampaio@yahoo.com.br,0500 732 2038,1983-08-20,São Gonçalo,RJ,Plano Bronze,Nenhum,2022-01-23,2025-08-15,49.9,0.0,Em dia,2022-01-23,2025-07-31 01:07:20
70c4476d-fddb-4eab-8c33-25d8dd825679,Ana Beatriz Azevedo,ana.azevedo@bol.com.br,+55 (051) 0511 0438,1993-01-14,Olinda,PE,Plano Ouro,Suporte Premium,2023-11-18,2025-08-15,149.8,0.0,Em dia,2023-11-18,2025-07-31 13:17:33
fcaef652-1023-4cc3-880c-2101774d4e7f,Sophia Barros,sophia.barros@yahoo.com.br,81 1904 4015,1974-05-26,Osasco,SP,Plano Prata,Nenhum,2021-04-13,2025-08-19,79.9,0.0,Em dia,2021-04-13,2025-07-30 10:31:19
568cceab-9019-418b-b5f1-3194f2f99245,Sr. José Miguel Cardoso,sr..cardoso@bol.com.br,71 2937-9218,1998-09-18,Salvador,BA,Plano Prata,Suporte Premium,2022-01-01,2025-06-15,99.8,199.6,Inadimplente,2022-01-01,2025-07-31 03:02:34
bb59719e-eb84-4672-bacd-a1d5178d405d,Sofia Rios,sofia.rios@gmail.com,+55 51 6890 1686,1956-11-15,Brasília,DF,Plano Ouro,Armazenamento Extra,2023-04-03,2025-08-25,149.9,0.0,Em dia,2023-04-03,2025-07-31 11:04:32
53899dc1-d52c-4f11-8410-12a8f518dfec,Valentina Pacheco,valentina.pacheco@yahoo.com.br,(031) 7946 9938,1983-05-12,Taguatinga,DF,Plano Platina,Suporte Premium,2025-03-04,2025-08-18,249.8,0.0,Em dia,2025-03-04,2025-07-31 23:33:48
a1e4b96b-eb3f-4f08-8894-5b31d96ff94b,Luiz Felipe Pinto,luiz.pinto@ig.com.br,31 1586 1899,1973-04-25,Brasília,DF,Plano Bronze,Suporte Premium,2022-11-22,2025-08-14,69.8,0.0,Em dia,2022-11-22,2025-08-01 12:55:03
bc688bc2-af35-4625-9222-6998cea082f4,Bruno Cavalcante,bruno.cavalcante@uol.com.br,+55 (084) 1662 1851,1954-08-24,Betim,MG,Plano Ouro,Suporte Premium,2021-05-16,2025-08-06,149.8,0.0,Em dia,2021-05-16,2025-07-28 15:35:27
e90bb9cd-3445-4b24-845f-808530e5c7c5,Pedro Henrique Pereira,pedro.pereira@bol.com.br,+55 71 3275 9121,1964-02-01,Londrina,PR,Plano Bronze,Suporte Premium,2021-03-31,2025-04-09,69.8,279.2,Inadimplente,2021-03-31,2025-08-01 10:01:17
0c8063ab-ca19-4106-baa8-f31766756022,João Vitor Vasconcelos,joão.vasconcelos@bol.com.br,+55 71 1464 1543,1979-01-31,Osasco,SP,Plano Ouro,Nenhum,2021-10-11,2025-08-20,129.9,0.0,Em dia,2021-10-11,2025-07-31 17:34:51
1c36eedd-8a38-48cd-9bba-e0f2ff91c1f2,Bella Aragão,bella.aragão@ig.com.br,0800-522-5251,1982-01-24,Canoas,RS,Plano Bronze,Suporte Premium,2024-12-10,2025-08-08,69.8,0.0,Em dia,2024-12-10,2025-07-29 05:42:01
cc35f139-a3fd-4bc1-978e-65e501022f20,Luana Câmara,luana.câmara@gmail.com,(041) 7148 7648,1995-06-10,Caxias do Sul,RS,Plano Platina,Armazenamento Extra,2020-01-09,2025-08-24,249.9,0.0,Em dia,2020-01-09,2025-08-01 01:57:31
1f77d79d-a448-43d7-88b6-f6db59674130,Manuella Rodrigues,manuella.rodrigues@gmail.com,21 1156-3490,1960-08-10,Niterói,RJ,Plano Platina,Suporte Premium,2023-11-17,2025-07-14,249.8,249.8,Inadimplente,2023-11-17,2025-07-28 14:54:06
6bcf63a3-fd02-4962-92c6-c1f520bf90db,Clara Marques,clara.marques@hotmail.com,+55 (071) 6457 5405,1985-02-14,Osasco,SP,Plano Prata,Suporte Premium,2020-09-24,2025-03-12,99.8,499.0,Inadimplente,2020-09-24,2025-07-30 07:10:35
16428f53-c987-4c64-810e-2a138c51bde7,Josué Moreira,josué.moreira@yahoo.com.br,+55 (081) 3548 2456,1954-04-24,Porto Alegre,RS,Plano Bronze,Nenhum,2023-07-05,2025-08-12,49.9,0.0,Em dia,2023-07-05,2025-07-31 06:21:07
fe7d4523-e7c5-47e7-b188-65c4939a979d,Alícia Machado,alícia.machado@uol.com.br,+55 11 9423-3012,1949-12-31,Contagem,MG,Plano Platina,Nenhum,2021-01-10,2025-08-06,229.9,0.0,Em dia,2021-01-10,2025-07-28 15:27:50
d4520841-fa4a-4c28-a348-495a77db28c6,Anthony Dias,anthony.dias@yahoo.com.br,+55 (011) 4273 6137,1973-07-08,Salvador,BA,Plano Bronze,Nenhum,2021-03-02,2025-05-17,49.9,149.7,Inadimplente,2021-03-02,2025-07-30 07:51:18
03884831-2f36-48d2-ac8e-923bac686165,Clara Caldeira,clara.caldeira@gmail.com,31 2955-3766,1950-08-05,Taguatinga,DF,Plano Bronze,Armazenamento Extra,2022-12-03,2025-04-06,69.9,279.6,Inadimplente,2022-12-03,2025-07-28 19:05:20
2b425997-4587-4478-9fb7-594db25859b4,Giovanna Oliveira,giovanna.oliveira@hotmail.com,11 3757 9847,1951-06-20,Ceilândia,DF,Plano Bronze,Armazenamento Extra,2025-04-10,2025-08-14,69.9,0.0,Em dia,2025-04-10,2025-07-29 00:08:11
00c8e1bb-61d6-4136-9e85-1524c5fb7300,Pedro Miguel Carvalho,pedro.carvalho@uol.com.br,11 5854 8573,1963-05-12,Vitória da Conquista,BA,Plano Platina,Suporte Premium,2024-06-13,2025-08-08,249.8,0.0,Em dia,2024-06-13,2025-07-29 13:42:16
bec33eb0-b4f0-4e65-a0c2-3b214235ebc7,Maria Cecília da Costa,maria.costa@gmail.com,+55 84 4336 0148,1958-04-19,Niterói,RJ,Plano Bronze,Suporte Premium,2021-03-31,2025-08-18,69.8,0.0,Em dia,2021-03-31,2025-08-02 01:21:42
64323d1d-47f1-4dc2-bae9-d886636eb6f9,Elisa Cassiano,elisa.cassiano@gmail.com,+55 (051) 2892 8389,1948-12-07,Caxias do Sul,RS,Plano Ouro,Nenhum,2020-07-13,2025-08-22,129.9,0.0,Em dia,2020-07-13,2025-08-02 05:13:14
fe2cad0f-5bc4-4ba4-8e31-32a807eafc49,Gabrielly Siqueira,gabrielly.siqueira@bol.com.br,(011) 2038-9837,1962-11-27,Brasília,DF,Plano Ouro,Armazenamento Extra,2020-11-21,2025-08-25,149.9,0.0,Em dia,2020-11-21,2025-07-31 06:34:10
f69dec24-21dd-46e4-95a1-271854efcd34,Dr. Arthur Gabriel Santos,dr..santos@bol.com.br,0300 596 2504,1960-07-04,Porto Alegre,RS,Plano Platina,Armazenamento Extra,2021-06-03,2025-05-11,249.9,749.7,Inadimplente,2021-06-03,2025-08-01 10:29:29
e7308cdc-28fe-43fe-aed3-bcfbb5234604,Arthur Miguel Rodrigues,arthur.rodrigues@ig.com.br,+55 (071) 3076-7915,2006-07-20,Londrina,PR,Plano Ouro,Suporte Premium,2021-10-06,2025-08-12,149.8,0.0,Em dia,2021-10-06,2025-07-30 16:20:56
275d9ea1-6c9a-4e28-90ff-4af25a1ebd1d,Emanuel Vieira,emanuel.vieira@bol.com.br,+55 (071) 0191 4379,1958-09-22,Pelotas,RS,Plano Prata,Suporte Premium,2019-10-03,2025-08-18,99.8,0.0,Em dia,2019-10-03,2025-07-29 04:25:00
0b7f0112-6bab-4d6b-9fe4-794841e555d1,Antonella Lima,antonella.lima@yahoo.com.br,(061) 1847 2118,2006-05-09,Salvador,BA,Plano Platina,Nenhum,2022-12-20,2025-08-17,229.9,0.0,Em dia,2022-12-20,2025-07-29 01:02:16
f086e777-1b3d-4a5e-8958-fc5b4c293f57,Sra. Evelyn da Conceição,sra..conceição@yahoo.com.br,(011) 1291 4977,1973-05-18,Taguatinga,DF,Plano Bronze,Armazenamento Extra,2022-03-15,2025-08-16,69.9,0.0,Em dia,2022-03-15,2025-07-28 21:56:38
80bd3b65-77a8-43e8-8a0a-2c892edbcfed,Dom Albuquerque,dom.albuquerque@bol.com.br,81 9327-5040,2006-03-20,Betim,MG,Plano Bronze,Armazenamento Extra,2023-09-29,2025-08-24,69.9,0.0,Em dia,2023-09-29,2025-07-31 03:14:32
81ceeab0-c8b0-437f-8c96-924f22469bd4,Olivia Moura,olivia.moura@bol.com.br,31 2531 6797,1990-04-28,Taguatinga,DF,Plano Ouro,Armazenamento Extra,2022-10-30,2025-08-22,149.9,0.0,Em dia,2022-10-30,2025-08-02 03:01:47
0cde74fd-6401-4f37-b1b7-174c2b0f3f77,Vitor Souza,vitor.souza@bol.com.br,(021) 0954-5365,1951-07-12,Olinda,PE,Plano Platina,Armazenamento Extra,2022-11-07,2025-08-12,249.9,0.0,Em dia,2022-11-07,2025-07-29 04:59:42
de11f5c2-111f-4b41-9c82-515cbedd896a,Theodoro Macedo,theodoro.macedo@yahoo.com.br,(081) 1947-6796,1977-01-11,Maringá,PR,Plano Ouro,Nenhum,2022-02-14,2025-07-06,129.9,129.9,Inadimplente,2022-02-14,2025-07-29 00:49:59
69f1775e-1e1a-421f-b21f-6b3598b52be3,Ana Carolina Caldeira,ana.caldeira@yahoo.com.br,(051) 9332-5237,1952-02-02,Jaboatão dos Guararapes,PE,Plano Ouro,Nenhum,2019-08-05,2025-08-07,129.9,0.0,Em dia,2019-08-05,2025-07-30 09:11:37
88b219d7-5452-4ae5-a01f-b8cbea080904,Alana Cassiano,alana.cassiano@ig.com.br,84 4230 9418,1945-06-02,Porto Alegre,RS,Plano Ouro,Suporte Premium,2024-07-16,2025-08-13,149.8,0.0,Em dia,2024-07-16,2025-07-31 19:40:00
1664fdd0-9dd2-41be-8f58-93a2c59d83c3,Isabela Sá,isabela.sá@hotmail.com,+55 31 0893 8371,1994-06-26,Caxias do Sul,RS,Plano Bronze,Armazenamento Extra,2019-12-05,2025-08-17,69.9,0.0,Em dia,2019-12-05,2025-07-31 15:14:11
ed113385-a697-4573-8af6-92edd95717eb,Daniel Vasconcelos,daniel.vasconcelos@yahoo.com.br,(084) 3594 6552,1972-11-10,Niterói,RJ,Plano Prata,Armazenamento Extra,2022-07-12,2025-08-09,99.9,0.0,Em dia,2022-07-12,2025-07-30 00:50:53
146354e6-0c55-4e3b-8175-130d6d11bff7,Laís Barbosa,laís.barbosa@hotmail.com,+55 41 2107-3172,1960-04-17,Jaboatão dos Guararapes,PE,Plano Ouro,Suporte Premium,2020-09-26,2025-03-12,149.8,749.0,Inadimplente,2020-09-26,2025-07-31 08:08:15
73f24f03-acd8-4019-8bcb-ef1eff48f954,Sra. Antonella Silveira,sra..silveira@bol.com.br,71 8669 7725,1988-08-03,Canoas,RS,Plano Bronze,Nenhum,2023-02-02,2025-08-19,49.9,0.0,Em dia,2023-02-02,2025-07-31 10:12:45
672109fb-6dd9-44d1-a8e8-2efc06331240,Mariana Cunha,mariana.cunha@ig.com.br,0500 153 4867,1972-01-07,Pelotas,RS,Plano Prata,Nenhum,2023-02-05,2025-08-24,79.9,0.0,Em dia,2023-02-05,2025-08-01 19:57:58
48f0b74f-d281-4b33-b5c4-416e5a6fe7a4,Sra. Isis Cardoso,sra..cardoso@bol.com.br,31 5336-7719,1965-03-16,Feira de Santana,BA,Plano Platina,Armazenamento Extra,2021-05-07,2025-05-20,249.9,749.7,Inadimplente,2021-05-07,2025-07-29 12:37:57
98cca836-450c-482c-8a77-7ff7c325eeff,Fernanda Araújo,fernanda.araújo@yahoo.com.br,(011) 4130 8623,1963-12-19,Santa Maria,RS,Plano Ouro,Nenhum,2024-03-15,2025-08-21,129.9,0.0,Em dia,2024-03-15,2025-08-01 09:06:40
f70d3e26-b5a5-476d-85b1-ee7856133c6b,Marcela Rios,marcela.rios@ig.com.br,+55 71 4620 8388,1951-08-27,Osasco,SP,Plano Platina,Suporte Premium,2022-03-14,2025-08-06,249.8,0.0,Em dia,2022-03-14,2025-07-30 18:20:34
1b015e67-fb24-48b1-ade0-d2d7842773be,Dra. Ana Sophia Cunha,dra..cunha@hotmail.com,+55 11 8851 1087,1965-12-10,Brasília,DF,Plano Ouro,Suporte Premium,2020-07-08,2025-08-21,149.8,0.0,Em dia,2020-07-08,2025-07-30 11:26:22
ea788680-6cf8-4873-9fdb-cc596ff0f128,Lorenzo Lopes,lorenzo.lopes@ig.com.br,+55 84 2308-7614,1972-11-06,Paulista,PE,Plano Ouro,Armazenamento Extra,2024-10-07,2025-07-08,149.9,149.9,Inadimplente,2024-10-07,2025-07-30 14:17:08
5f498adf-1a2c-4646-9c95-15a7b4289e6f,Sabrina Moreira,sabrina.moreira@hotmail.com,+55 (021) 5814-7551,1960-12-21,Duque de Caxias,RJ,Plano Ouro,Suporte Premium,2022-12-10,2025-08-13,149.8,0.0,Em dia,2022-12-10,2025-07-30 07:26:57
a2f70027-9100-4792-b5a0-6eea7bf8c13a,Sr. José Campos,sr..campos@hotmail.com,(041) 2312 2774,1948-11-28,Taguatinga,DF,Plano Prata,Suporte Premium,2024-12-22,2025-08-12,99.8,0.0,Em dia,2024-12-22,2025-07-30 18:23:55
38e0898d-ecd3-4730-bc5d-6f558e7fd2b4,Bento Azevedo,bento.azevedo@uol.com.br,(071) 5724-9366,1948-12-15,Rio de Janeiro,RJ,Plano Ouro,Nenhum,2023-01-18,2025-07-06,129.9,129.9,Inadimplente,2023-01-18,2025-07-28 19:29:54
877b2602-4f06-4632-9d8b-90d8c40cf97b,Vitória Duarte,vitória.duarte@yahoo.com.br,71 1916 2688,1995-06-08,Jaboatão dos Guararapes,PE,Plano Ouro,Armazenamento Extra,2019-11-02,2025-08-24,149.9,0.0,Em dia,2019-11-02,2025-08-02 07:18:07
5429a77d-1f9a-42d0-9fce-509a9b956807,Asafe da Rosa,asafe.rosa@yahoo.com.br,+55 (031) 0437-4847,1964-07-23,Porto Alegre,RS,Plano Platina,Armazenamento Extra,2021-05-30,2025-08-05,249.9,0.0,Em dia,2021-05-30,2025-07-29 10:33:33
54e147dc-e1c1-4b7a-a2f3-16d6da705f30,Dra. Emanuella Almeida,dra..almeida@ig.com.br,21 4865-5364,2004-12-23,Curitiba,PR,Plano Ouro,Armazenamento Extra,2024-10-22,2025-08-21,149.9,0.0,Em dia,2024-10-22,2025-07-31 04:23:31
bc9e1843-6ce0-4609-9869-4bb47b96ac82,Camila Alves,camila.alves@gmail.com,21 7796-4108,1961-12-31,Contagem,MG,Plano Ouro,Armazenamento Extra,2021-07-02,2025-08-13,149.9,0.0,Em dia,2021-07-02,2025-07-29 11:07:38
f7916675-9b5f-4975-8097-c555160bd2cd,Sra. Maria Caldeira,sra..caldeira@gmail.com,0500 619 4676,1974-10-25,Vitória da Conquista,BA,Plano Platina,Armazenamento Extra,2025-04-01,2025-06-09,249.9,499.8,Inadimplente,2025-04-01,2025-07-31 09:45:15
bf4b460f-b3c0-4eab-912f-92af93732618,Raquel Pimenta,raquel.pimenta@ig.com.br,+55 41 6148-7591,1963-07-07,São Gonçalo,RJ,Plano Platina,Suporte Premium,2023-12-29,2025-08-18,249.8,0.0,Em dia,2023-12-29,2025-07-31 07:02:18
f02218c2-7e9c-4b2b-b57b-689316fad79c,Bárbara Caldeira,bárbara.caldeira@bol.com.br,41 8820 9760,1994-04-27,Canoas,RS,Plano Bronze,Suporte Premium,2020-05-31,2025-08-07,69.8,0.0,Em dia,2020-05-31,2025-07-31 20:03:57
8d339448-ed01-43b2-b3ce-5f013daaa279,Srta. Ana Laura Sá,srta..sá@yahoo.com.br,(084) 4713-1521,1970-02-17,Guarulhos,SP,Plano Prata,Nenhum,2024-07-01,2025-08-22,79.9,0.0,Em dia,2024-07-01,2025-08-01 19:15:26
c1ceeb6f-c043-49e5-907c-227e1b7ff084,Anthony Gabriel da Costa,anthony.costa@ig.com.br,(081) 2302-9900,1967-04-26,São Paulo,SP,Plano Bronze,Suporte Premium,2020-09-13,2025-06-20,69.8,139.6,Inadimplente,2020-09-13,2025-07-31 20:43:50
f6df126a-5624-4779-b85a-b948a80553f5,Sr. Cauã Cardoso,sr..cardoso@uol.com.br,21 0947-0593,1948-07-22,Olinda,PE,Plano Prata,Suporte Premium,2025-02-04,2025-08-20,99.8,0.0,Em dia,2025-02-04,2025-08-01 21:50:19
e445bc9b-b37a-45ff-9d69-523089d3c196,Esther Siqueira,esther.siqueira@yahoo.com.br,+55 (051) 1227 1939,1944-08-03,Canoas,RS,Plano Bronze,Nenhum,2021-09-06,2025-06-14,49.9,99.8,Inadimplente,2021-09-06,2025-07-31 05:39:18
74761a36-b645-4a01-970e-19abf96c1a89,Antony Sampaio,antony.sampaio@hotmail.com,+55 (021) 8079 5237,1981-05-30,Contagem,MG,Plano Prata,Armazenamento Extra,2025-02-03,2025-08-15,99.9,0.0,Em dia,2025-02-03,2025-07-29 04:23:16
22586c2e-15dc-4188-8d2b-c02f2fedc6e1,Otávio da Paz,otávio.paz@gmail.com,0900 379 6892,2000-07-02,Uberlândia,MG,Plano Prata,Nenhum,2021-01-16,2025-08-08,79.9,0.0,Em dia,2021-01-16,2025-07-30 11:19:32
d0c4be5e-48ca-48b3-b3b5-ee4365076543,Henry Ferreira,henry.ferreira@yahoo.com.br,(051) 3663-8590,1979-05-29,Salvador,BA,Plano Ouro,Suporte Premium,2022-10-17,2025-08-21,149.8,0.0,Em dia,2022-10-17,2025-08-02 08:03:07
ac204f1d-6846-4570-a3c9-40b1c44b527d,Maria Luísa Lopes,maria.lopes@bol.com.br,(041) 4586-2702,1964-09-11,Uberlândia,MG,Plano Ouro,Nenhum,2023-11-06,2025-08-23,129.9,0.0,Em dia,2023-11-06,2025-07-31 21:06:28
e146c7f9-bdc6-4169-ba78-64a812d2bd78,Lunna Pimenta,lunna.pimenta@hotmail.com,+55 (061) 4265-4681,1967-04-25,Olinda,PE,Plano Platina,Armazenamento Extra,2025-01-23,2025-08-17,249.9,0.0,Em dia,2025-01-23,2025-07-31 04:16:12
79ac1716-0ce4-409d-beec-b69d575f9109,João Guilherme Novaes,joão.novaes@uol.com.br,+55 (061) 0409 0272,1953-02-20,Pelotas,RS,Plano Platina,Suporte Premium,2020-09-20,2025-08-06,249.8,0.0,Em dia,2020-09-20,2025-08-02 04:55:26
23598551-cd91-43aa-be2b-718acf2032f2,Dr. Marcelo Alves,dr..alves@yahoo.com.br,+55 (081) 9597-9043,1958-01-26,Caxias do Sul,RS,Plano Ouro,Nenhum,2021-05-02,2025-08-12,129.9,0.0,Em dia,2021-05-02,2025-07-31 18:11:24
2148f9ee-ddd0-4da6-b46f-9a607a9e5402,Sr. Dom Montenegro,sr..montenegro@ig.com.br,(041) 1799 5888,1995-03-05,Recife,PE,Plano Prata,Armazenamento Extra,2023-11-11,2025-08-24,99.9,0.0,Em dia,2023-11-11,2025-07-30 00:21:30
2f2f4e28-81ba-4464-805f-37cc494a8e64,Dr. Cauã da Paz,dr..paz@gmail.com,+55 84 2581-8465,1973-01-05,Ponta Grossa,PR,Plano Prata,Nenhum,2021-01-23,2025-08-06,79.9,0.0,Em dia,2021-01-23,2025-08-02 05:52:03
9a31c9f6-7ce4-4707-8697-bb038284428a,José Pedro Novaes,josé.novaes@uol.com.br,+55 84 1415 2733,1993-02-28,Juiz de Fora,MG,Plano Prata,Nenhum,2022-11-23,2025-07-05,79.9,79.9,Inadimplente,2022-11-23,2025-07-29 12:53:19
3226b6d7-f13a-4a8d-b890-9a9db531fe99,Ana Julia Machado,ana.machado@uol.com.br,(011) 1413 4476,2006-06-28,Caxias do Sul,RS,Plano Bronze,Suporte Premium,2024-04-09,2025-07-06,69.8,69.8,Inadimplente,2024-04-09,2025-07-29 15:18:13
a038ed22-6627-4e7d-96c3-40cf31d78b02,Emilly Costela,emilly.costela@yahoo.com.br,81 2172-9278,1999-03-09,Camaçari,BA,Plano Ouro,Armazenamento Extra,2023-11-15,2025-08-11,149.9,0.0,Em dia,2023-11-15,2025-07-30 16:51:07
cf771991-8b0e-4f01-8b04-d714fdd3c3d3,Bárbara Castro,bárbara.castro@ig.com.br,+55 (021) 4534 1646,1990-04-08,Curitiba,PR,Plano Ouro,Nenhum,2021-01-04,2025-08-07,129.9,0.0,Em dia,2021-01-04,2025-08-01 23:30:08
758fc411-d2f6-4a82-8f43-ff48b99114d1,Srta. Lívia Costela,srta..costela@bol.com.br,0800-537-1979,1959-07-23,Betim,MG,Plano Prata,Nenhum,2021-09-12,2025-08-21,79.9,0.0,Em dia,2021-09-12,2025-08-02 06:25:58
752b8f08-e79d-4871-9744-42e81e27fb8c,Raul Oliveira,raul.oliveira@ig.com.br,+55 (041) 8734 0858,1990-08-05,Contagem,MG,Plano Ouro,Nenhum,2020-01-19,2025-06-18,129.9,259.8,Inadimplente,2020-01-19,2025-07-29 00:31:25
cfd08d75-5d0e-4500-a7ec-ceb13acb3b99,Nicolas Pastor,nicolas.pastor@yahoo.com.br,+55 (021) 0893-0873,1994-04-25,Betim,MG,Plano Platina,Suporte Premium,2021-02-02,2025-07-14,249.8,249.8,Inadimplente,2021-02-02,2025-08-02 11:36:59
9b1fb3e8-57b0-4795-b285-45464a90baa6,Luiza Ribeiro,luiza.ribeiro@ig.com.br,+55 51 9939 3700,1974-04-30,Recife,PE,Plano Platina,Armazenamento Extra,2024-06-18,2025-04-06,249.9,999.6,Inadimplente,2024-06-18,2025-07-30 09:37:06
8fd883e9-ea45-42ac-8f11-4c53f1d686e7,Allana Pacheco,allana.pacheco@bol.com.br,21 1622-4828,1995-04-18,São José dos Pinhais,PR,Plano Ouro,Armazenamento Extra,2023-04-28,2025-08-18,149.9,0.0,Em dia,2023-04-28,2025-07-28 19:52:11
05a0510c-cc38-4ef8-b33f-f19aa1415c2d,Antony Fernandes,antony.fernandes@yahoo.com.br,+55 21 5456 3063,1988-08-15,Uberlândia,MG,Plano Prata,Suporte Premium,2019-11-16,2025-06-05,99.8,199.6,Inadimplente,2019-11-16,2025-07-31 06:22:34
