ID_Cliente,Nome,Email,Telefone,Data_Nascimento,Cidade,Estado,Plano_Contratado,Servico_Adicional,Data_Contratacao,Data_Vencimento_Fatura,Valor_Fatura_Mensal,Valor_em_Aberto,Status_Pagamento,Data_Ingestao,Data_Atualizacao
a6db81ce-6941-4971-b4be-da23762478df,Dr. Gustavo Henrique Campos,dr..campos@gmail.com,+55 84 4556 1902,1993-08-30,Feira de Santana,BA,Plano Platina,Suporte Premium,2022-01-13,2025-07-14,249.8,0.0,Em dia,2022-01-13,2025-07-28 21:00:21
62b7aafb-7e1d-458e-8d76-fb32ab33826a,Sabrina Ferreira,sabrina.ferreira@ig.com.br,+55 51 2384 5023,1989-02-17,Niterói,RJ,Plano Platina,Armazenamento Extra,2022-07-05,2025-06-13,249.9,249.9,Inadimplente,2022-07-05,2025-07-29 22:15:23
6686323d-a996-4160-aae0-9fc1617f1a79,João Miguel Caldeira,joão.caldeira@yahoo.com.br,(041) 5622-0172,1977-04-05,Juiz de Fora,MG,Plano Ouro,Nenhum,2025-01-03,2025-07-16,129.9,0.0,Em dia,2025-01-03,2025-07-27 12:55:22
2758be62-c49f-40c4-80ec-1c7e41308ec9,Gael Henrique Novaes,gael.novaes@uol.com.br,+55 21 5840-4000,2000-03-18,São Gonçalo,RJ,Plano Platina,Suporte Premium,2024-12-17,2025-07-16,249.8,0.0,Em dia,2024-12-17,2025-07-28 10:29:36
f60e12bf-7a15-485a-bfc7-49ef7d063bc1,Marina Farias,marina.farias@gmail.com,+55 (081) 5755 0956,1980-06-27,Curitiba,PR,Plano Ouro,Suporte Premium,2024-07-25,2025-07-05,149.8,0.0,Em dia,2024-07-25,2025-07-28 11:40:35
f98b8c1b-5b8b-48eb-a011-d551af3b4d61,João Miguel Dias,joão.dias@yahoo.com.br,81 4267 7486,1956-07-01,Guarulhos,SP,Plano Prata,Armazenamento Extra,2024-01-10,2025-03-16,99.9,399.6,Inadimplente,2024-01-10,2025-07-28 08:22:03
d97c14d5-8623-4c7f-9990-6d9fef0a4b8f,Beatriz Porto,beatriz.porto@uol.com.br,0900 387 0211,1949-10-10,Brasília,DF,Plano Ouro,Suporte Premium,2025-02-05,2025-07-11,149.8,0.0,Em dia,2025-02-05,2025-07-27 10:36:55
5ac9d6d2-0f6d-4d79-82f0-630657f3ddf2,Manuela da Costa,manuela.costa@hotmail.com,+55 11 2109 5039,2001-06-14,Porto Alegre,RS,Plano Prata,Armazenamento Extra,2025-02-01,2025-07-05,99.9,0.0,Em dia,2025-02-01,2025-07-27 14:44:19
256a5ce2-5fd8-4326-8635-38a1bc73c080,Dr. Enrico Andrade,dr..andrade@yahoo.com.br,0900-872-2751,1944-08-27,Canoas,RS,Plano Bronze,Nenhum,2021-09-11,2025-04-07,49.9,149.7,Inadimplente,2021-09-11,2025-07-28 20:21:44
e229e18d-8f90-4956-98e6-2da616894abe,Maysa Pinto,maysa.pinto@uol.com.br,+55 (051) 0030 9295,1960-01-28,Curitiba,PR,Plano Prata,Suporte Premium,2025-06-12,2025-07-17,99.8,0.0,Em dia,2025-06-12,2025-07-29 13:49:15
79d91271-5577-4427-8ad2-3baeae4949f9,Erick Pacheco,erick.pacheco@gmail.com,11 8737 4730,1944-08-14,Campinas,SP,Plano Prata,Nenhum,2021-09-26,2025-07-08,79.9,0.0,Em dia,2021-09-26,2025-07-27 02:37:12
703922eb-1479-4871-9b7c-00f344f6c47a,Bianca Borges,bianca.borges@bol.com.br,0500-843-7200,1964-06-16,Brasília,DF,Plano Prata,Armazenamento Extra,2022-06-16,2025-07-07,99.9,0.0,Em dia,2022-06-16,2025-07-27 06:01:58
0bb7a99a-7d45-4bf2-a66d-ee47ad10af2d,Srta. Ana Clara Moraes,srta..moraes@bol.com.br,+55 71 5685 4697,1955-08-25,Londrina,PR,Plano Ouro,Armazenamento Extra,2024-02-17,2025-07-07,149.9,0.0,Em dia,2024-02-17,2025-07-29 18:44:02
6f014208-a5e7-455d-90ed-d0084921a48a,Enzo Gabriel Sales,enzo.sales@uol.com.br,71 1966-7428,1952-04-20,Porto Alegre,RS,Plano Ouro,Nenhum,2024-09-29,2025-06-13,129.9,129.9,Inadimplente,2024-09-29,2025-07-28 06:03:17
d6c34dc3-b25a-4e0d-99db-7ee847627fa4,José Miguel Brito,josé.brito@yahoo.com.br,(081) 4847 2981,1952-04-14,Salvador,BA,Plano Prata,Nenhum,2021-04-07,2025-07-16,79.9,0.0,Em dia,2021-04-07,2025-07-29 11:05:39
dbee533f-1ad4-4a1a-b0fe-c7a97a754139,Ana Júlia Aparecida,ana.aparecida@bol.com.br,(061) 5391 6844,1960-08-22,Belo Horizonte,MG,Plano Ouro,Armazenamento Extra,2021-11-22,2025-07-15,149.9,0.0,Em dia,2021-11-22,2025-07-27 11:23:19
89a62601-1294-4773-b0e3-d3a929bda43f,Davi Luiz Nunes,davi.nunes@hotmail.com,21 3060-3993,1977-10-09,Maringá,PR,Plano Ouro,Nenhum,2021-12-05,2025-07-18,129.9,0.0,Em dia,2021-12-05,2025-07-28 23:25:07
71dd081b-44c6-4f38-80dc-ff48e556db8e,Asafe da Cruz,asafe.cruz@ig.com.br,(031) 9162 5371,1983-11-18,Porto Alegre,RS,Plano Bronze,Armazenamento Extra,2025-03-20,2025-05-08,69.9,139.8,Inadimplente,2025-03-20,2025-07-27 13:41:44
fd636413-8bbb-4ba1-b3de-c1514aa00ac2,Isadora Peixoto,isadora.peixoto@hotmail.com,0800 280 0674,1968-01-08,Salvador,BA,Plano Ouro,Nenhum,2022-03-07,2025-07-17,129.9,0.0,Em dia,2022-03-07,2025-07-29 09:59:33
9d833659-b85e-4fe5-af3c-60d6e07a97b3,Erick Pinto,erick.pinto@bol.com.br,81 2011-2950,1980-06-06,Brasília,DF,Plano Platina,Nenhum,2024-05-21,2025-07-20,229.9,0.0,Em dia,2024-05-21,2025-07-30 00:08:07
9c2b5665-1c1c-4b33-be4e-bba94e5fc2e3,Yasmin Correia,yasmin.correia@hotmail.com,+55 (031) 3960-7402,1954-12-09,Duque de Caxias,RJ,Plano Ouro,Suporte Premium,2025-03-07,2025-05-18,149.8,299.6,Inadimplente,2025-03-07,2025-07-27 09:24:25
db3b16ca-8c5b-4a8b-9796-6115e0277c2c,José Alves,josé.alves@ig.com.br,+55 (071) 7979 4564,1971-04-16,Guarulhos,SP,Plano Bronze,Armazenamento Extra,2023-11-27,2025-07-09,69.9,0.0,Em dia,2023-11-27,2025-07-28 18:30:31
880494c7-fd6c-4b2a-96d9-ce81f6198199,Isis Garcia,isis.garcia@gmail.com,+55 51 8250 3472,1979-04-09,Feira de Santana,BA,Plano Ouro,Nenhum,2024-03-04,2025-07-09,129.9,0.0,Em dia,2024-03-04,2025-07-28 15:28:02
c245d792-5d02-4867-bd3b-9aeaf9731c68,Fernanda Dias,fernanda.dias@hotmail.com,+55 (011) 1002-6664,1948-12-10,Jaboatão dos Guararapes,PE,Plano Prata,Armazenamento Extra,2024-04-24,2025-07-16,99.9,0.0,Em dia,2024-04-24,2025-07-29 17:22:51
47fbc46d-95aa-4d61-af27-bf0eece5c21e,Cecília Moraes,cecília.moraes@gmail.com,51 5879 2061,1959-08-16,Canoas,RS,Plano Bronze,Nenhum,2025-05-23,2025-07-11,49.9,0.0,Em dia,2025-05-23,2025-07-29 19:21:47
ebd4225c-98c4-4599-b0d5-3a7b31602f89,Arthur Duarte,arthur.duarte@uol.com.br,(031) 6685 1623,1978-10-25,Caxias do Sul,RS,Plano Prata,Nenhum,2021-04-11,2025-03-16,79.9,319.6,Inadimplente,2021-04-11,2025-07-27 07:19:42
0463c3ac-4505-45dc-a7fa-77549fa1fa88,Léo Mendonça,léo.mendonça@ig.com.br,+55 51 1030 1868,1968-12-26,Londrina,PR,Plano Bronze,Armazenamento Extra,2024-06-25,2025-07-10,69.9,0.0,Em dia,2024-06-25,2025-07-28 13:54:20
e988c0b8-c49c-44c3-9af3-d14ff89906ca,Mirella da Cruz,mirella.cruz@ig.com.br,(011) 2963-6663,1963-09-08,Guarulhos,SP,Plano Platina,Suporte Premium,2022-12-21,2025-07-16,249.8,0.0,Em dia,2022-12-21,2025-07-28 11:30:24
87b29e2f-cfb3-4f92-ab5c-2c14a2eb9fb7,Fernando da Conceição,fernando.conceição@bol.com.br,41 1455-9585,1975-01-16,Recife,PE,Plano Platina,Suporte Premium,2020-12-12,2025-07-20,249.8,0.0,Em dia,2020-12-12,2025-07-28 08:07:10
f11402e2-8cf1-4de9-9c8d-276ba1202d9a,Luísa da Cruz,luísa.cruz@hotmail.com,81 5536 8507,1964-09-11,Jaboatão dos Guararapes,PE,Plano Bronze,Suporte Premium,2024-01-10,2025-07-16,69.8,0.0,Em dia,2024-01-10,2025-07-27 09:55:22
f744bbf8-bc8b-48b3-ab13-5f4cf3f497de,Vitor da Cruz,vitor.cruz@uol.com.br,+55 81 2062-7126,1956-06-10,São Gonçalo,RJ,Plano Ouro,Armazenamento Extra,2022-07-17,2025-07-08,149.9,0.0,Em dia,2022-07-17,2025-07-29 15:12:09
24672499-91f8-406a-a084-2a62b15e9b97,Pedro Lucas Azevedo,pedro.azevedo@yahoo.com.br,(011) 3129 5822,1953-07-19,Brasília,DF,Plano Ouro,Suporte Premium,2022-06-20,2025-07-20,149.8,0.0,Em dia,2022-06-20,2025-07-27 16:53:05
6ee6476f-def4-4db3-a8d7-a0426d54e02b,Bento Novaes,bento.novaes@hotmail.com,(041) 0098 0650,1966-10-25,Guarulhos,SP,Plano Prata,Armazenamento Extra,2020-08-06,2025-07-07,99.9,0.0,Em dia,2020-08-06,2025-07-29 14:33:33
792ffaa6-0bf0-41f2-b54f-7d912890edbe,Gael Lima,gael.lima@yahoo.com.br,(041) 4681-9647,1999-06-15,Juiz de Fora,MG,Plano Bronze,Nenhum,2020-10-09,2025-05-17,49.9,99.8,Inadimplente,2020-10-09,2025-07-28 21:58:20
39bd679b-c82a-435c-88f2-5f300ef41abc,Sr. Bento Monteiro,sr..monteiro@hotmail.com,(031) 5239-1734,1962-12-23,Campinas,SP,Plano Prata,Suporte Premium,2021-10-13,2025-07-13,99.8,0.0,Em dia,2021-10-13,2025-07-29 10:30:32
9b5348cd-f010-4c49-bd75-3c3b081ad28a,Antony Nunes,antony.nunes@hotmail.com,+55 61 9189-4408,1956-05-31,Canoas,RS,Plano Prata,Armazenamento Extra,2022-08-20,2025-07-13,99.9,0.0,Em dia,2022-08-20,2025-07-28 20:26:29
de9088bc-ded3-41db-b685-5bb7c6e4d68f,Vinicius Abreu,vinicius.abreu@ig.com.br,0300-956-0324,2000-04-18,Brasília,DF,Plano Bronze,Armazenamento Extra,2024-10-28,2025-04-15,69.9,209.7,Inadimplente,2024-10-28,2025-07-27 09:42:46
be515573-283d-487b-a5e9-eb42310a3a87,Isaque Monteiro,isaque.monteiro@hotmail.com,84 5196 7298,1958-01-24,Niterói,RJ,Plano Bronze,Armazenamento Extra,2021-02-24,2025-06-06,69.9,69.9,Inadimplente,2021-02-24,2025-07-28 15:09:18
59ef9094-9228-45a2-a64c-b2b733dbd9fd,Srta. Laís da Paz,srta..paz@bol.com.br,81 5437 6636,1962-02-25,Niterói,RJ,Plano Prata,Armazenamento Extra,2023-02-12,2025-07-15,99.9,0.0,Em dia,2023-02-12,2025-07-27 03:47:20
b4b2010f-dfd9-43b5-a018-d4ea4dbf6c35,Emilly Mendes,emilly.mendes@hotmail.com,(081) 0379-1225,2003-02-25,São Paulo,SP,Plano Prata,Nenhum,2020-10-30,2025-07-13,79.9,0.0,Em dia,2020-10-30,2025-07-27 09:43:02
41eede3f-e0ec-486c-9a14-43243e8d5efc,Ravy Novais,ravy.novais@hotmail.com,(031) 9258-3573,1974-06-09,Porto Alegre,RS,Plano Prata,Nenhum,2024-08-28,2025-07-06,79.9,0.0,Em dia,2024-08-28,2025-07-28 10:19:52
563ef20a-b7d0-4921-9236-18528bac2c82,Sara Ribeiro,sara.ribeiro@bol.com.br,0300 886 5262,1994-02-22,Uberlândia,MG,Plano Bronze,Nenhum,2024-11-15,2025-06-18,49.9,49.9,Inadimplente,2024-11-15,2025-07-29 14:26:58
6e1d58a8-40e7-4a5c-85b6-f7c05bd9a8ca,Amanda Leão,amanda.leão@gmail.com,(011) 1507 3860,1944-09-16,Vitória da Conquista,BA,Plano Prata,Suporte Premium,2022-11-29,2025-03-19,99.8,399.2,Inadimplente,2022-11-29,2025-07-28 02:49:04
d301dd61-e479-4ac2-9d85-4f9c10ae6375,Ana Carolina Montenegro,ana.montenegro@ig.com.br,(071) 2722-9205,2007-07-06,Juiz de Fora,MG,Plano Bronze,Suporte Premium,2024-04-27,2025-07-10,69.8,0.0,Em dia,2024-04-27,2025-07-30 00:31:53
da53b5d7-3698-499d-8a87-753e8103862e,Ravi Abreu,ravi.abreu@ig.com.br,+55 61 0102-9915,1962-02-13,Canoas,RS,Plano Bronze,Nenhum,2025-03-04,2025-03-13,49.9,199.6,Inadimplente,2025-03-04,2025-07-29 23:59:54
f89dcf91-fb6d-4cd7-9563-fcff3f483d3e,Vicente Moraes,vicente.moraes@hotmail.com,+55 (011) 0432-6147,2006-04-12,Vitória da Conquista,BA,Plano Bronze,Armazenamento Extra,2025-03-17,2025-04-05,69.9,209.7,Inadimplente,2025-03-17,2025-07-28 12:31:33
171e9bc8-e6b4-417e-b693-fd77bf649fda,Cecilia Pacheco,cecilia.pacheco@hotmail.com,11 9349 0615,1969-05-26,Brasília,DF,Plano Prata,Nenhum,2024-03-19,2025-06-11,79.9,79.9,Inadimplente,2024-03-19,2025-07-29 23:12:30
4691fb44-246f-4afb-82f9-1ad7543350e6,Dra. Clara Cunha,dra..cunha@yahoo.com.br,+55 41 4965 7398,1998-08-19,Porto Alegre,RS,Plano Prata,Armazenamento Extra,2020-08-31,2025-04-15,99.9,299.7,Inadimplente,2020-08-31,2025-07-28 02:15:42
4d8d4dc5-0d0f-4bd4-8b0f-94875a0bd810,Eloah da Luz,eloah.luz@uol.com.br,+55 (081) 9895-8801,1946-06-17,Maringá,PR,Plano Ouro,Suporte Premium,2021-10-30,2025-07-18,149.8,0.0,Em dia,2021-10-30,2025-07-29 16:51:39
2972a126-8cb1-4089-a4f5-04f4e6a8a631,Ana Sophia Guerra,ana.guerra@gmail.com,11 9456-5710,1960-06-28,Caxias do Sul,RS,Plano Platina,Suporte Premium,2022-11-15,2025-07-13,249.8,0.0,Em dia,2022-11-15,2025-07-27 15:41:41
2ad0982c-1b24-4b61-a2a7-18fd179ead45,Ana Clara Garcia,ana.garcia@gmail.com,81 6371 8068,1947-04-20,Brasília,DF,Plano Platina,Nenhum,2021-11-23,2025-07-05,229.9,0.0,Em dia,2021-11-23,2025-07-28 08:32:59
505f6160-b5a6-4283-9132-9fb5f7a6dcca,Ester Araújo,ester.araújo@ig.com.br,+55 81 8299 9861,1962-11-25,Londrina,PR,Plano Platina,Armazenamento Extra,2025-07-10,2025-07-13,249.9,0.0,Em dia,2025-07-10,2025-07-27 15:29:59
2339292f-7bf1-4b98-8214-dd76dc0200cd,Liz Câmara,liz.câmara@ig.com.br,81 2298 1134,1968-04-18,Jaboatão dos Guararapes,PE,Plano Ouro,Armazenamento Extra,2024-07-30,2025-07-06,149.9,0.0,Em dia,2024-07-30,2025-07-27 04:31:04
19a32f2c-f866-48a1-9ec1-f8737d68a4ae,Maitê Andrade,maitê.andrade@yahoo.com.br,0300 594 8390,1991-03-09,Rio de Janeiro,RJ,Plano Ouro,Armazenamento Extra,2021-09-08,2025-07-18,149.9,0.0,Em dia,2021-09-08,2025-07-28 08:03:59
2ce82f30-0317-4f70-b7fa-11397d024515,Antônio Moura,antônio.moura@ig.com.br,+55 (041) 1293-1839,1973-05-28,São Gonçalo,RJ,Plano Ouro,Armazenamento Extra,2020-11-14,2025-07-09,149.9,0.0,Em dia,2020-11-14,2025-07-29 22:52:07
642f8f1d-63e2-481c-b046-b06c2f79d42e,Luiz Otávio Freitas,luiz.freitas@yahoo.com.br,(081) 0408-9198,1961-10-24,Niterói,RJ,Plano Ouro,Armazenamento Extra,2020-08-24,2025-07-11,149.9,0.0,Em dia,2020-08-24,2025-07-28 12:46:03
fb1c0192-fb23-4bae-aa04-f017e7733570,Liz Vasconcelos,liz.vasconcelos@yahoo.com.br,41 8737-3014,1981-04-30,Niterói,RJ,Plano Ouro,Suporte Premium,2021-09-13,2025-07-18,149.8,0.0,Em dia,2021-09-13,2025-07-30 01:21:57
b8054f9d-2dc2-462a-9c8e-21d6eae531e8,Mateus Martins,mateus.martins@uol.com.br,21 6069 0930,1998-03-24,Vitória da Conquista,BA,Plano Prata,Nenhum,2023-01-06,2025-07-17,79.9,0.0,Em dia,2023-01-06,2025-07-29 14:30:12
0b2ad058-a419-4791-b8c5-d4ce08607fb2,Pedro Henrique Cirino,pedro.cirino@bol.com.br,+55 (041) 8194-5845,1956-06-23,Niterói,RJ,Plano Platina,Suporte Premium,2023-05-26,2025-07-12,249.8,0.0,Em dia,2023-05-26,2025-07-29 19:56:49
b7a295c7-a765-4ec5-ae91-3df858fd3625,Ayla Câmara,ayla.câmara@uol.com.br,21 5944 9384,1967-08-29,Guarulhos,SP,Plano Bronze,Nenhum,2023-09-17,2025-07-05,49.9,0.0,Em dia,2023-09-17,2025-07-27 20:02:39
ba3ad9dd-c9d9-4950-a243-db1f0aef0792,Srta. Melina Cavalcante,srta..cavalcante@uol.com.br,+55 31 9313 6542,1979-11-02,Duque de Caxias,RJ,Plano Platina,Armazenamento Extra,2022-12-20,2025-07-07,249.9,0.0,Em dia,2022-12-20,2025-07-27 16:17:00
c24b97b9-0358-4f62-8c56-bea1fb51c02e,Sr. Igor Aragão,sr..aragão@gmail.com,+55 (061) 3591 8903,1989-08-17,São José dos Pinhais,PR,Plano Ouro,Armazenamento Extra,2025-07-24,2025-03-05,149.9,599.6,Inadimplente,2025-07-24,2025-07-28 00:01:21
88a02327-901b-4533-8b82-b66e11ab9446,João Pedro Mendonça,joão.mendonça@bol.com.br,+55 (051) 2317 9288,1987-10-04,Rio de Janeiro,RJ,Plano Platina,Armazenamento Extra,2021-07-15,2025-04-05,249.9,749.7,Inadimplente,2021-07-15,2025-07-27 19:50:34
6ff23706-d5ee-4230-9a3a-5aac30105a6e,Ana Carolina da Luz,ana.luz@bol.com.br,81 2638-9585,1952-04-01,Uberlândia,MG,Plano Platina,Armazenamento Extra,2023-12-13,2025-07-15,249.9,0.0,Em dia,2023-12-13,2025-07-28 15:39:50
d89a3196-66da-47a5-8c6a-704536160b2b,Srta. Giovanna Nunes,srta..nunes@uol.com.br,+55 (041) 0909-9094,1973-09-07,Brasília,DF,Plano Platina,Suporte Premium,2023-11-13,2025-07-05,249.8,0.0,Em dia,2023-11-13,2025-07-27 16:34:09
77b2d9b2-7965-45dc-956a-ae11bc767cad,Nathan Peixoto,nathan.peixoto@uol.com.br,(011) 1888-4958,1991-08-08,Campinas,SP,Plano Prata,Nenhum,2023-07-01,2025-07-17,79.9,0.0,Em dia,2023-07-01,2025-07-29 04:56:13
a2db1f9e-0f04-4d56-b0e0-eccb47fb09a5,Luiz Henrique Nogueira,luiz.nogueira@ig.com.br,(081) 5547-8626,1991-03-28,Maringá,PR,Plano Platina,Armazenamento Extra,2020-10-09,2025-07-15,249.9,0.0,Em dia,2020-10-09,2025-07-28 14:59:35
6ab11cdd-62e2-4c0c-b06a-3c61ba8ef60c,Marcelo Jesus,marcelo.jesus@hotmail.com,+55 (021) 6532 1390,1971-09-26,São Paulo,SP,Plano Ouro,Armazenamento Extra,2021-03-30,2025-07-15,149.9,0.0,Em dia,2021-03-30,2025-07-27 06:17:10
36e230d1-5a4f-4c17-a595-a2015e8277f5,Zoe Campos,zoe.campos@hotmail.com,+55 11 0725-8895,1967-01-27,Pelotas,RS,Plano Platina,Armazenamento Extra,2023-03-28,2025-05-05,249.9,499.8,Inadimplente,2023-03-28,2025-07-28 05:00:25
371a19be-0d85-47c4-a273-d761d4f794ff,Dr. José Miguel Borges,dr..borges@uol.com.br,(061) 3194-4706,1988-09-12,Belo Horizonte,MG,Plano Platina,Suporte Premium,2024-06-13,2025-07-20,249.8,0.0,Em dia,2024-06-13,2025-07-29 12:24:49
2baa3951-de87-42e3-93a6-af57627f6241,Henry Sousa,henry.sousa@hotmail.com,+55 21 5380 0680,2005-02-09,Feira de Santana,BA,Plano Platina,Nenhum,2024-10-22,2025-07-07,229.9,0.0,Em dia,2024-10-22,2025-07-27 15:10:53
a8c4408d-bb14-491e-b65c-c10e05209ff3,Stephany Barros,stephany.barros@gmail.com,81 8813 8047,2002-12-15,Rio de Janeiro,RJ,Plano Bronze,Armazenamento Extra,2020-09-14,2025-07-08,69.9,0.0,Em dia,2020-09-14,2025-07-27 10:54:28
efc6a3b9-a947-455a-a119-34b253011c25,Vicente Marques,vicente.marques@uol.com.br,(041) 9538-0541,1993-08-13,Feira de Santana,BA,Plano Ouro,Suporte Premium,2024-02-24,2025-07-12,149.8,0.0,Em dia,2024-02-24,2025-07-28 11:43:22
bc6282e0-46c2-4d40-8a57-f68eeccc208d,Ana Vitória Rodrigues,ana.rodrigues@gmail.com,(051) 8290-6142,2004-07-16,Pelotas,RS,Plano Prata,Suporte Premium,2023-07-14,2025-07-14,99.8,0.0,Em dia,2023-07-14,2025-07-29 17:21:56
4c0a18e9-0ffa-48d9-9876-3055ae142bea,Sra. Manuella Fernandes,sra..fernandes@hotmail.com,0900 663 5955,1999-09-05,Brasília,DF,Plano Ouro,Suporte Premium,2024-10-16,2025-07-12,149.8,0.0,Em dia,2024-10-16,2025-07-28 01:05:18
912b58ff-ced3-466c-91c5-d2eaddfa0fb4,Maria Helena Cirino,maria.cirino@bol.com.br,+55 (061) 3028-9383,1979-02-10,Brasília,DF,Plano Platina,Armazenamento Extra,2022-08-07,2025-07-06,249.9,0.0,Em dia,2022-08-07,2025-07-27 18:39:23
71a1f843-a25c-4f5a-a40e-3bdf48cff9d6,Clara Brito,clara.brito@yahoo.com.br,(061) 9889-7602,2004-08-11,Brasília,DF,Plano Prata,Nenhum,2022-03-31,2025-07-10,79.9,0.0,Em dia,2022-03-31,2025-07-27 22:18:17
39feb7a4-7798-4d4b-bcca-fcee5e0cccaa,Daniela Gonçalves,daniela.gonçalves@yahoo.com.br,0300 599 3462,1946-01-28,São Gonçalo,RJ,Plano Platina,Suporte Premium,2022-03-23,2025-07-10,249.8,0.0,Em dia,2022-03-23,2025-07-29 00:18:50
7260015d-92c4-4d23-9321-52bfdc18459e,Dom Porto,dom.porto@uol.com.br,+55 71 2597-2307,1997-12-07,Rio de Janeiro,RJ,Plano Bronze,Nenhum,2022-02-01,2025-07-10,49.9,0.0,Em dia,2022-02-01,2025-07-29 18:19:01
863f5830-2714-47e5-ac04-aec3a20ec50d,João Gabriel Casa Grande,joão.grande@gmail.com,41 7522-8939,1950-03-08,São Bernardo do Campo,SP,Plano Prata,Armazenamento Extra,2023-09-15,2025-07-11,99.9,0.0,Em dia,2023-09-15,2025-07-29 05:20:50
d7622e85-b679-42e4-bf3d-b2405a0c6396,Sra. Kamilly Porto,sra..porto@hotmail.com,+55 51 9072 6110,1947-11-16,Salvador,BA,Plano Platina,Armazenamento Extra,2020-10-19,2025-07-10,249.9,0.0,Em dia,2020-10-19,2025-07-29 18:55:30
7ecdb583-4125-497f-a45d-b9923bcd34b3,João Felipe Sales,joão.sales@bol.com.br,+55 (061) 6823-2794,1953-06-27,Porto Alegre,RS,Plano Ouro,Armazenamento Extra,2023-02-20,2025-07-07,149.9,0.0,Em dia,2023-02-20,2025-07-29 04:33:05
6c7ec325-8374-4455-876f-e2d7984e2599,Matteo Rodrigues,matteo.rodrigues@ig.com.br,+55 31 2242-0198,1977-11-26,São Paulo,SP,Plano Prata,Suporte Premium,2020-09-25,2025-07-18,99.8,0.0,Em dia,2020-09-25,2025-07-29 21:14:26
25cd907a-1aab-48ae-8d50-b4ce0328af14,Maria Alice Correia,maria.correia@gmail.com,+55 (084) 1384 4549,1977-11-28,Rio de Janeiro,RJ,Plano Bronze,Suporte Premium,2024-08-20,2025-07-18,69.8,0.0,Em dia,2024-08-20,2025-07-28 20:14:37
4fec0f7e-3346-45e3-8e18-544c571fd187,Dr. Marcos Vinicius Viana,dr..viana@ig.com.br,0500 604 0063,1996-05-26,Pelotas,RS,Plano Prata,Nenhum,2023-08-13,2025-07-09,79.9,0.0,Em dia,2023-08-13,2025-07-28 06:16:51
13ffc258-4071-40aa-bbe6-4c16bc3b214e,Isaac Alves,isaac.alves@bol.com.br,+55 84 8197-9754,1950-06-06,Rio de Janeiro,RJ,Plano Platina,Suporte Premium,2023-10-22,2025-07-19,249.8,0.0,Em dia,2023-10-22,2025-07-27 20:45:41
